year,variable,month,n,mean_error,std_error,mae,rmse,min_error,max_error,p50,p75,p90,p95,p99
2015,load,1,744,-5218.91097110215,2365.3454146289323,5257.015776209677,5729.255683168252,-12451.024999999994,3327.7674999999945,-5157.9749999999985,-3707.768750000001,-2305.237250000004,-1648.3952499999975,-262.3078499999804
2015,load,2,672,-5290.115985863095,1750.446381577409,5290.115985863095,5571.788766796036,-11454.477499999994,-472.8875000000044,-5317.701249999998,-4146.610624999999,-3188.9449999999924,-2499.2773750000015,-1048.753850000001
2015,load,3,743,-3171.1391722745625,1755.039577111098,3289.5170928667562,3623.829740741546,-9780.157500000008,3494.334999999992,-3385.5225000000064,-2268.1600000000035,-942.1444999999949,88.49725000000244,1689.1669000000034
2015,load,4,720,-2359.1389861111115,1557.699661237721,2462.467152777778,2826.410258825623,-8196.354999999996,1713.915000000008,-2363.306250000005,-1503.4462500000045,-301.7057500000027,378.51200000000324,1287.8654749999996
2015,load,5,744,-2199.702177419355,1906.119199376681,2507.757405913979,2909.8275922697107,-7484.177499999991,3539.5575000000026,-2486.329999999998,-1031.009999999993,386.113500000004,1389.201374999998,2811.863149999996
2015,load,6,720,-4443.7405034722215,2783.3825092220814,4448.327524305555,5242.450555758767,-14714.415000000008,558.6100000000006,-3611.007499999996,-2862.2750000000033,-1862.619000000001,-1004.6766250000073,-247.48284999999527
2015,load,7,744,-2173.7281754032256,1997.207178458874,2510.6320329301075,2951.0285249094723,-6932.827499999992,3066.959999999999,-2268.897499999999,-911.9556250000022,503.1270000000025,1505.735625000006,2692.3916000000013
2015,load,8,744,-1281.872926747312,1583.1822876984168,1713.5452990591396,2036.2454297765644,-4914.1624999999985,3492.3300000000017,-1433.877499999995,-181.59937499999614,944.0497500000017,1500.202750000001,2500.3200750000096
2015,load,9,720,-1941.7458472222222,2062.558403779588,2153.0744027777773,2831.716010914905,-12422.554999999991,3429.229999999996,-1695.0112500000068,-735.9837499999958,73.37074999999473,628.256749999997,2627.603474999987
2015,load,10,745,-3312.085845637584,1727.8404583704414,3419.4260335570475,3735.148993856539,-7211.072500000002,2559.377499999995,-3448.1424999999945,-2468.195000000007,-968.0900000000045,275.43399999999855,1511.9464000000055
2015,load,11,720,-3615.8616736111107,1743.5016775597749,3615.989562499999,4013.7304095490044,-12185.407499999994,46.0399999999936,-3316.6837499999965,-2470.324375,-1717.3874999999991,-1266.9000000000026,-654.7957000000042
2015,load,12,743,-1687.9792631224766,2847.4566668010934,2679.2512483176315,3308.530025928903,-8667.642499999994,9949.7875,-1792.4099999999962,-308.11499999999796,1601.5270000000005,3721.6062500000003,7643.576050000007
2016,solar,1,744,-20.10907258064515,526.9494790975485,211.32378360215057,526.9790396423871,-2638.227499999999,2560.9374999999995,-0.255,1.4325000000000012,269.4467499999999,630.9877500000001,2022.8229250000036
2016,solar,2,696,124.3957471264368,603.2475265993073,278.40186781609196,615.5152512613387,-3201.8599999999997,3722.16,-0.2575,135.3412499999996,709.3375000000001,1103.3481249999998,2404.8593749999964
2016,solar,3,743,-118.86497308209958,687.4276659529737,319.0056594885599,697.1726227448836,-4082.600000000002,2439.42,-0.145,8.740000000000002,311.48400000000044,638.9075000000005,1734.962600000006
2016,solar,4,720,-98.16827430555554,930.9068152017122,493.9540798611111,935.4255261222485,-5329.710000000003,3466.0424999999996,-0.16,30.371874999999978,662.6787500000002,1502.7697499999988,2600.438499999997
